"1","fonts.googleapis.com","10.00" 
"2","facebook.com","10.00" 
"3","twitter.com","10.00" 
"4","youtube.com","10.00" 
"5","google.com","10.00" 
"6","s.w.org","10.00" 
"7","instagram.com","10.00" 
"8","googletagmanager.com","10.00" 
"9","linkedin.com","10.00" 
"10","ajax.googleapis.com","10.00" 
"11","gmpg.org","10.00" 
"12","plus.google.com","9.78" 
